season,week,observed_eliminated_name,pred_elim_prob_observed,top1_pred_name,top1_prob,top2_pred_name,top2_prob,top3_pred_name,top3_prob,is_observed_in_top2,notes
15,9,Apolo Anton Ohno,0.20060061779377325,Emmitt Smith,0.20763664329059614,Kelly Monaco,0.20702285059786182,Apolo Anton Ohno,0.20060061779377325,False,
15,10,,,Shawn Johnson,0.34861294866199094,Kelly Monaco,0.3412756091623095,Melissa Rycroft,0.31011144217570014,False,
16,1,,,D. L. Hughley,0.08639806185865526,Andy Dick,0.08462396455249892,Victor Ortiz,0.08441990830879985,False,
16,3,Wynonna Judd,0.0940019766777512,Wynonna Judd,0.0940019766777512,D. L. Hughley,0.0936634581727213,Andy Dick,0.09281666835339515,True,
16,4,Lisa Vanderpump,0.1030091089216566,Victor Ortiz,0.10309342998627294,Lisa Vanderpump,0.1030091089216566,Sean Lowe,0.10181468797413704,True,
16,5,D. L. Hughley,0.11498996643448028,D. L. Hughley,0.11498996643448028,Andy Dick,0.11484204974588048,Victor Ortiz,0.11360077891572247,True,
16,6,Victor Ortiz,0.12949635191966996,Victor Ortiz,0.12949635191966996,Andy Dick,0.1279393444412926,Ingo Rademacher,0.12677961481466066,True,
16,7,Andy Dick,0.1512629373742165,Andy Dick,0.1512629373742165,Sean Lowe,0.14582841933734708,Ingo Rademacher,0.1454713442235398,True,
16,8,Sean Lowe,0.17486905292693694,Sean Lowe,0.17486905292693694,Ingo Rademacher,0.17168924435079685,Jacoby Jones,0.16680456515485345,True,
16,9,Ingo Rademacher,0.21001340285304965,Ingo Rademacher,0.21001340285304965,Zendaya,0.20434551083759778,Kellie Pickler,0.19754634724367906,True,
16,10,Alexandra Raisman,0.25631152176565297,Jacoby Jones,0.26064563118920675,Alexandra Raisman,0.25631152176565297,Zendaya,0.24171639120736185,True,
17,1,,,Bill Nye,0.08625429023154223,Keyshawn Johnson,0.08530089001554285,Bill Engvall,0.08506513117832298,False,
17,2,Keyshawn Johnson,0.08528661220395713,Bill Nye,0.08568427294288114,Keyshawn Johnson,0.08528661220395713,Valerie Harper,0.08495787297554576,True,
17,3,Bill Nye,0.09415789648692104,Bill Nye,0.09415789648692104,Valerie Harper,0.09405249716196015,Jack Osbourne,0.0918222314545454,True,
17,4,Valerie Harper,0.10338910899443349,Valerie Harper,0.10338910899443349,Bill Engvall,0.10220180480200437,Brant Daugherty,0.10214486573700561,True,
17,5,Christina Milian,0.1086475421333944,Leah Remini,0.11495075679763492,Bill Engvall,0.11369117985474624,Amber Riley,0.11165325680956546,False,
17,6,,,Bill Engvall,0.12961456490637194,Jack Osbourne,0.1274565345076582,Corbin Bleu,0.12722449629245836,False,
17,7,"Nicole ""Snooki"" Polizzi",0.1270717359303355,Bill Engvall,0.1289021037922731,Leah Remini,0.1277644667792208,"Nicole ""Snooki"" Polizzi",0.1270717359303355,False,
17,8,Brant Daugherty,0.1446573264508874,Bill Engvall,0.14814367229502348,Elizabeth Berkley Lauren,0.14676929244779757,Brant Daugherty,0.1446573264508874,False,
17,9,Elizabeth Berkley Lauren,0.16301818419151423,Bill Engvall,0.17563377514873663,Amber Riley,0.16908659327940903,Leah Remini,0.16688905569889792,False,
17,10,Leah Remini,0.2072882240220185,Bill Engvall,0.21043482707802222,Leah Remini,0.2072882240220185,Jack Osbourne,0.2008038926560513,True,
17,11,Bill Engvall,0.26496520862194417,Bill Engvall,0.26496520862194417,Jack Osbourne,0.2559478066454413,Corbin Bleu,0.2457876920927362,True,
18,1,,,Billy Dee Williams,0.08606941060374179,Diana Nyad,0.08511177731024087,Sean Avery,0.08453707118560289,False,
18,3,,,Drew Carey,0.11421004388917926,NeNe Leakes,0.1139134723218127,Candace Cameron Bure,0.11352738561724018,False,
18,4,,,Candace Cameron Bure,0.11461384332344453,Cody Simpson,0.11334390071857925,NeNe Leakes,0.11262460454618244,False,
18,5,Cody Simpson,0.11303545651516575,Drew Carey,0.1152103187679574,Cody Simpson,0.11303545651516575,Candace Cameron Bure,0.1124061132535781,True,
18,6,Drew Carey,0.12821421203282704,Candace Cameron Bure,0.12850694595302947,Drew Carey,0.12821421203282704,NeNe Leakes,0.12780610261440664,True,
18,7,NeNe Leakes,0.14771906256004727,NeNe Leakes,0.14771906256004727,James Maslow,0.1460038381804499,Charlie White,0.1446492606149087,True,
18,8,Danica McKellar,0.16728996949654631,James Maslow,0.1717229208220198,Candace Cameron Bure,0.17156991452373094,Meryl Davis,0.1708417581805328,False,
18,9,Charlie White,0.20211784411253833,Candace Cameron Bure,0.20872154858643946,James Maslow,0.20373408994105416,Charlie White,0.20211784411253833,False,
18,10,James Maslow,0.2515779508513573,Candace Cameron Bure,0.26491996430196013,James Maslow,0.2515779508513573,Amy Purdy,0.24423967381423833,True,
19,1,Lolo Jones,0.07876302836418138,Betsey Johnson,0.07921791908337612,Lolo Jones,0.07876302836418138,Michael Waltrip,0.07815908626771066,True,
19,2,Tavis Smiley,0.08446136409525178,Michael Waltrip,0.08554195212628124,Tommy Chong,0.08465481413960806,Betsey Johnson,0.08461002532267517,False,
19,3,Randy Couture,0.09319975146791677,Randy Couture,0.09319975146791677,Michael Waltrip,0.09272499048910507,Betsey Johnson,0.09253856653613579,True,
19,4,Betsey Johnson,0.10179013446744259,Jonathan Bennett,0.10331715027024133,Michael Waltrip,0.1029193382179398,Tommy Chong,0.10219919892720127,False,
19,5,,,Michael Waltrip,0.11574974538734116,Tommy Chong,0.11485845481203127,Jonathan Bennett,0.11434948403318365,False,
19,6,Jonathan Bennett,0.11226068334249613,Tommy Chong,0.1143693489173753,Antonio Sabato Jr.,0.11402529699228617,Michael Waltrip,0.11322426659575684,False,
19,7,Antonio Sabato Jr.,0.1278145676778859,Michael Waltrip,0.1288768849902517,Tommy Chong,0.12801111782192418,Antonio Sabato Jr.,0.1278145676778859,False,
19,8,Michael Waltrip,0.1501631399966311,Michael Waltrip,0.1501631399966311,Tommy Chong,0.14839849932451515,Lea Thompson,0.14616942410033237,True,
19,9,Lea Thompson,0.1686626897500588,Tommy Chong,0.17584426562266778,Lea Thompson,0.1686626897500588,Sadie Robertson,0.16683645247620235,True,
19,10,Tommy Chong,0.2117443611962277,Tommy Chong,0.2117443611962277,Sadie Robertson,0.20078590546579975,Alfonso Ribeiro,0.1982857905527981,True,
19,11,Bethany Mota,0.26118142357070806,Bethany Mota,0.26118142357070806,Janel Parrish,0.25299487751142435,Sadie Robertson,0.2504178236467204,True,
20,1,,,Charlotte McKinney,0.08536415232537913,Redfoo,0.08528178089997138,Suzanne Somers,0.08447969237030852,False,
20,2,Redfoo,0.08275945347089723,Chris Soules,0.08593898586739754,Charlotte McKinney,0.08482892674694509,Noah Galloway,0.08427011164452318,False,
20,3,Charlotte McKinney,0.09361212706770089,Charlotte McKinney,0.09361212706770089,Patti LaBelle,0.09342990300030883,Michael Sam,0.09298409047911715,True,
20,4,Michael Sam,0.10183259103913042,Chris Soules,0.10281757637411,Suzanne Somers,0.10260220799519985,Michael Sam,0.10183259103913042,False,
20,5,Suzanne Somers,0.11363887184678399,Robert Herjavec,0.11497386151005837,Chris Soules,0.1139117057670675,Patti LaBelle,0.11377049902936026,False,
20,6,Patti LaBelle,0.12750713915041773,Robert Herjavec,0.12802684849015256,Patti LaBelle,0.12750713915041773,Noah Galloway,0.12739154463127664,True,
20,7,Willow Shields,0.14056483253966934,Chris Soules,0.14829560624435018,Robert Herjavec,0.14817266664090845,Riker Lynch,0.1427693541360362,False,
20,8,Chris Soules,0.17226174180439896,Robert Herjavec,0.17293771400692748,Chris Soules,0.17226174180439896,Noah Galloway,0.17213928873924386,True,
20,9,Nastia Liukin,0.24353747051594019,Noah Galloway,0.26108275725128816,Rumer Willis,0.2541438295359563,Nastia Liukin,0.24353747051594019,False,
20,10,,,Noah Galloway,0.35576570221188075,Riker Lynch,0.3226448801999499,Rumer Willis,0.32158941758816906,False,
21,1,,,Kim Zolciak-Biermann,0.07939583722569096,Chaka Khan,0.07911203447035346,Gary Busey,0.07859215009192823,False,
21,3,,,Paula Deen,0.1041766576003579,Gary Busey,0.10266629854904008,Andy Grammer,0.10130025308197994,False,
21,4,Gary Busey,0.10391741481097846,Gary Busey,0.10391741481097846,Paula Deen,0.10315723642067066,Alexa PenaVega,0.10187875657004682,True,
21,5,,,Paula Deen,0.11498795477705723,Tamar Braxton,0.11405201607639588,Alek Skarlatos,0.11389580481761237,False,
21,6,Paula Deen,0.11585559421982501,Paula Deen,0.11585559421982501,Alek Skarlatos,0.1138590464694208,Alexa PenaVega,0.11381210350414811,True,
21,7,Hayes Grier,0.12465397596743552,Alek Skarlatos,0.1281539773743505,Tamar Braxton,0.12758519377179212,Nick Carter,0.12692768788933287,False,
21,8,Andy Grammer,0.14810154585868976,Andy Grammer,0.14810154585868976,Alek Skarlatos,0.1471004124401789,Alexa PenaVega,0.1450647034971771,True,
21,10,,,Nick Carter,0.2623733188573005,Alek Skarlatos,0.25882290880579595,Carlos PenaVega,0.24075246156931907,False,
21,11,Carlos PenaVega,0.24694163378328066,Alek Skarlatos,0.2636012163146434,Carlos PenaVega,0.24694163378328066,Nick Carter,0.2447873856392196,True,
22,1,,,Geraldo Rivera,0.08613334942312491,Doug Flutie,0.08559685613675488,Mischa Barton,0.08514759363754745,False,
22,2,Geraldo Rivera,0.08613773364842038,Geraldo Rivera,0.08613773364842038,Mischa Barton,0.08550018272702703,Kim Fields,0.08408979398456003,True,
22,3,Mischa Barton,0.09320561573860422,Mischa Barton,0.09320561573860422,Doug Flutie,0.09238253712705254,Von Miller,0.09232676397817738,True,
22,4,Marla Maples,0.10233013623866143,Doug Flutie,0.10349813201235064,Jodie Sweetin,0.10269862388530102,Marla Maples,0.10233013623866143,False,
22,5,,,Antonio Brown,0.1142353968452507,Kim Fields,0.11342969825393884,Doug Flutie,0.11342479388194668,False,
22,6,Doug Flutie,0.11473166152123661,Doug Flutie,0.11473166152123661,Kim Fields,0.11293597042545449,Von Miller,0.11282921436350049,True,
22,7,Kim Fields,0.1274384647121662,Jodie Sweetin,0.12828783643805264,Kim Fields,0.1274384647121662,Von Miller,0.12733954506484196,True,
22,8,Jodie Sweetin,0.1623451753093907,Wanya Morris,0.17374149639722683,Antonio Brown,0.1703051016606748,Paige VanZant,0.16729370447743233,False,
22,9,Antonio Brown,0.20721156386737594,Antonio Brown,0.20721156386737594,Ginger Zee,0.2054097835540385,Nyle DiMarco,0.2033617709579434,True,
22,10,,,Ginger Zee,0.35140948837829555,Nyle DiMarco,0.33968134494171853,Paige VanZant,0.30890916667998564,False,
23,1,,,Rick Perry,0.07870512060348057,Jake T. Austin,0.07833605992839145,Maureen McCormick,0.07827532025352231,False,
23,2,Jake T. Austin,0.07824196543379153,Rick Perry,0.0786110669635997,Ryan Lochte,0.07826660002613127,Jake T. Austin,0.07824196543379153,False,
23,3,Rick Perry,0.08504090985363759,Vanilla Ice,0.08520369140435317,Rick Perry,0.08504090985363759,Ryan Lochte,0.08460114784556755,True,
23,4,Babyface,0.09357338235912857,Babyface,0.09357338235912857,Marilu Henner,0.09273036107264274,Ryan Lochte,0.09229525107798783,True,
23,5,,,Ryan Lochte,0.11336082961615934,Calvin Johnson Jr.,0.11336003119133634,Amber Rose,0.11326550138320976,False,
23,6,Amber Rose,0.11451171635188133,Amber Rose,0.11451171635188133,Terra Jole,0.1138894303946695,Ryan Lochte,0.11380173323914447,True,
23,7,Maureen McCormick,0.12729218850440188,Marilu Henner,0.1284064129313041,Ryan Lochte,0.12758607985943213,Maureen McCormick,0.12729218850440188,False,
23,8,Ryan Lochte,0.14656203440043017,Marilu Henner,0.14881239038490413,Terra Jole,0.14826067451268693,Ryan Lochte,0.14656203440043017,False,
23,9,Marilu Henner,0.1717553437968404,Marilu Henner,0.1717553437968404,James Hinchcliffe,0.1713112628306224,Calvin Johnson Jr.,0.17004490372328296,True,
23,10,Terra Jole,0.1955923679173517,Calvin Johnson Jr.,0.20829652195168935,Jana Kramer,0.20362717107346176,James Hinchcliffe,0.19956100206912528,False,
23,11,Jana Kramer,0.26346504806296844,Jana Kramer,0.26346504806296844,Calvin Johnson Jr.,0.2512720490504872,James Hinchcliffe,0.2445337721101934,True,
24,1,,,Chris Kattan,0.08605390972404799,Mr. T,0.08534966682123803,Charo,0.08504996555944935,False,
24,2,Chris Kattan,0.08544356227757202,Mr. T,0.08547442495771798,Chris Kattan,0.08544356227757202,Charo,0.08461122316887072,True,
24,3,Charo,0.09307072139415488,Mr. T,0.09310412014821633,Charo,0.09307072139415488,Bonner Bolton,0.09300559630722324,True,
24,4,Mr. T,0.10264327919816228,Mr. T,0.10264327919816228,Erika Jayne,0.10194148657343091,Nick Viall,0.10177088733883978,True,
24,5,Erika Jayne,0.11307284731707905,David Ross,0.11433052318909599,Bonner Bolton,0.1138608345378446,Erika Jayne,0.11307284731707905,False,
24,6,Heather Morris,0.11950043896905772,Nick Viall,0.12839009686793304,David Ross,0.12821958450374837,Bonner Bolton,0.12777146291908834,False,
24,7,Nancy Kerrigan,0.14471131279967983,Bonner Bolton,0.14801034998610355,David Ross,0.14744429127539851,Nick Viall,0.14579064771566502,False,
24,8,Bonner Bolton,0.21124796568689783,Bonner Bolton,0.21124796568689783,David Ross,0.20656239771982002,Simone Biles,0.1999447163405179,True,
24,9,Simone Biles,0.2374054588338812,David Ross,0.26401686643504013,Normani,0.25044391787749176,Rashad Jennings,0.24813375685358716,False,
24,10,,,David Ross,0.35576808023667406,Normani,0.32396327648859236,Rashad Jennings,0.3202686432747333,False,
25,1,,,Barbara Corcoran,0.07893751681056861,Terrell Owens,0.07862561647305884,Drew Scott,0.07831844969998628,False,
25,2,Barbara Corcoran,0.07877432600472944,Barbara Corcoran,0.07877432600472944,Nick Lachey,0.07820553935041381,Derek Fisher,0.07799442630892009,True,
25,3,,,Sasha Pieterse,0.09320305177859366,Nick Lachey,0.09229650260356355,Terrell Owens,0.09222231132207637,False,
25,4,Derek Fisher,0.09221964303029319,Nick Lachey,0.09293896038536237,Derek Fisher,0.09221964303029319,Sasha Pieterse,0.09209302066190239,True,
25,5,Sasha Pieterse,0.10208075504642483,Nick Lachey,0.10287699141077722,Sasha Pieterse,0.10208075504642483,Vanessa Lachey,0.10187442271038553,True,
25,6,Nick Lachey,0.11532386657178989,Nick Lachey,0.11532386657178989,Drew Scott,0.11382843032235357,Victoria Arlen,0.11339566686337312,True,
25,7,Nikki Bella,0.1284011550042566,Nikki Bella,0.1284011550042566,Terrell Owens,0.12838841591430306,Lindsey Stirling,0.12721113315109736,True,
25,8,Terrell Owens,0.16976247265376299,Drew Scott,0.17284720151995114,Victoria Arlen,0.1721326516167767,Terrell Owens,0.16976247265376299,False,
25,9,Victoria Arlen,0.19871206161062288,Drew Scott,0.20986756356186906,Frankie Muniz,0.2061409306400816,Victoria Arlen,0.19871206161062288,False,
25,10,Drew Scott,0.2625869441008431,Drew Scott,0.2625869441008431,Frankie Muniz,0.2544979959147922,Lindsey Stirling,0.24185938147534275,True,
26,1,Jamie Anderson,0.1020595389542056,Kareem Abdul-Jabbar,0.1029470250537215,Johnny Damon,0.10258263264869927,Jamie Anderson,0.1020595389542056,False,
26,2,Arike Ogunbowale,0.12373367254977785,Kareem Abdul-Jabbar,0.12880924984800904,Josh Norman,0.12768039208353532,Jennie Finch Daigle,0.1276796261767973,False,
26,3,Chris Mazdzer,0.1708762574012151,Jennie Finch Daigle,0.17470797792250084,Chris Mazdzer,0.1708762574012151,Mirai Nagasu,0.16866070720007365,True,
26,4,,,Tonya Harding,0.3495858445063715,Josh Norman,0.33997589395110056,Adam Rippon,0.3104382615425286,False,
27,1,Nikki Glaser,0.078044296250666,Joe Amabile,0.07910241600739172,Nikki Glaser,0.078044296250666,Danelle Umstead,0.07791372586239867,True,
27,2,Danelle Umstead,0.08525779180290692,Joe Amabile,0.0854580369445246,Danelle Umstead,0.08525779180290692,Bobby Bones,0.08491662840186331,True,
27,3,Nancy McKeon,0.09264829737199795,Joe Amabile,0.09377377045782928,John Schneider,0.09287966791267832,Nancy McKeon,0.09264829737199795,False,
27,4,Tinashe,0.09814298671962138,Joe Amabile,0.10407682420651784,Bobby Bones,0.10215442484409526,John Schneider,0.1016657226690562,False,
27,5,,,Joe Amabile,0.11575898705194415,Bobby Bones,0.11393369305554146,John Schneider,0.11206302795901475,False,
27,6,Mary Lou Retton,0.11289227375437207,John Schneider,0.11526273582277198,Bobby Bones,0.11378740646688526,Joe Amabile,0.11356948837300622,False,
27,7,DeMarcus Ware,0.12668361328521743,Joe Amabile,0.12915839357566183,DeMarcus Ware,0.12668361328521743,Bobby Bones,0.12660721324309784,True,
27,8,Joe Amabile,0.17300155607291343,Bobby Bones,0.17398835459899328,Joe Amabile,0.17300155607291343,Milo Manheim,0.1666355449088272,True,
27,9,,,Bobby Bones,0.2628413527921435,Alexis Ren,0.2553186858192903,Milo Manheim,0.2420297739539843,False,
28,1,,,Lamar Odom,0.5643320505539157,Sean Spicer,0.14765437259148737,Ray Lewis,0.1202681741839819,False,
28,3,,,Lamar Odom,0.5683815053918114,Karamo Brown,0.17935624778126957,Sean Spicer,0.1362606881630797,False,
28,4,Lamar Odom,0.5555009616507882,Lamar Odom,0.5555009616507882,Sean Spicer,0.1618611240942372,Kate Flannery,0.1217464295619857,True,
28,5,,,Karamo Brown,0.3620042177669692,Sean Spicer,0.3239940477502678,Sailor Brinkley-Cook,0.14316761539706802,False,
28,6,Sailor Brinkley-Cook,0.035592675490513176,Sean Spicer,0.40797386086524384,Karamo Brown,0.21105569086442236,Hannah Brown,0.18670437395551628,False,
28,7,Karamo Brown,0.21006040770164663,Sean Spicer,0.3643012895126663,Kate Flannery,0.29441488681413785,Karamo Brown,0.21006040770164663,False,
28,8,Kate Flannery,0.23180303820660436,Sean Spicer,0.40206211529989694,Kate Flannery,0.23180303820660436,Lauren Alaina,0.21922095041006076,True,
28,9,Sean Spicer,0.5112073490794223,Sean Spicer,0.5112073490794223,Lauren Alaina,0.1696251475439206,Hannah Brown,0.12297408094591798,True,
28,10,James Van Der Beek,0.5564078903573026,James Van Der Beek,0.5564078903573026,Lauren Alaina,0.19093924352317423,Hannah Brown,0.14363498539052136,True,
28,11,,,Lauren Alaina,0.49669156272515624,Hannah Brown,0.27093011296250746,Kel Mitchell,0.14865713767656774,False,
29,1,,,Carole Baskin,0.4004492581752952,Charles Oakley,0.34057314666768773,Chrishell Stause,0.16143886180240144,False,
29,2,Charles Oakley,0.45320148657760767,Charles Oakley,0.45320148657760767,Skai Jackson,0.21019367204283967,Monica Aldama,0.1406704023978376,True,
29,3,Carole Baskin,0.5230613662090917,Carole Baskin,0.5230613662090917,Anne Heche,0.3166589075148035,Skai Jackson,0.05389918891544936,True,
29,4,Anne Heche,0.20308815474902936,Jesse Metcalfe,0.32638571991528575,Anne Heche,0.20308815474902936,Nelly,0.14712022290307408,True,
29,5,Jesse Metcalfe,0.45644249932925196,Jesse Metcalfe,0.45644249932925196,Chrishell Stause,0.2987300495400813,Veron Davis,0.1561339075495323,True,
29,6,Veron Davis,0.34146953771864225,Skai Jackson,0.3703433860016313,Veron Davis,0.34146953771864225,Johnny Weir,0.16340455054270733,True,
29,8,Chrishell Stause,0.25521395593310164,Nelly,0.356552839634962,Chrishell Stause,0.25521395593310164,Skai Jackson,0.15572261362029688,True,
29,9,AJ McLean,0.42616347163057644,AJ McLean,0.42616347163057644,Nelly,0.29924805404726706,Justina Machado,0.13507746182560948,True,
29,10,Johnny Weir,0.27060924898619765,Nelly,0.32132064474117616,Johnny Weir,0.27060924898619765,Skai Jackson,0.2548732577912726,True,
29,11,,,Nelly,0.4684131935463342,Nev Schulman,0.26526593801395526,Kaitlyn Bristowe,0.17487089089192573,False,
30,1,,,Martin Kove,0.7249819379065492,Jimmie Allen,0.07922812369608051,Iman Shumpert,0.07683411038758878,False,
30,2,Martin Kove,0.6420525029754313,Martin Kove,0.6420525029754313,Matt James,0.13622807784046514,Brian Austin Green,0.08432255976439022,True,
30,3,Christine Chiu,0.06136614939908481,Brian Austin Green,0.2672454108046166,Cody Rigsby,0.22744994599476456,Iman Shumpert,0.1315844872735431,False,
30,4,Brian Austin Green,0.5445592641093316,Brian Austin Green,0.5445592641093316,Matt James,0.23141404408589744,Kenya Moore,0.09507826873216872,True,
30,5,Melanie C,0.038754277690615874,Iman Shumpert,0.36239334918963956,"Mike ""The Miz"" Mizanin",0.28691057824709537,Jimmie Allen,0.09108321898989322,False,
30,6,Kenya Moore,0.48659230757030725,Kenya Moore,0.48659230757030725,"Mike ""The Miz"" Mizanin",0.1909475819881727,Melora Hardin,0.16718352270310594,True,
30,7,"Mike ""The Miz"" Mizanin",0.47008836470634835,"Mike ""The Miz"" Mizanin",0.47008836470634835,Suni Lee,0.27680222109579705,Amanda Kloots,0.09793425197053295,True,
30,8,Jimmie Allen,0.5400789333509134,Jimmie Allen,0.5400789333509134,Olivia Jade,0.2012749799642225,Iman Shumpert,0.13878364895345568,True,
